"pubkey","2025-08-03","2025-08-04","2025-08-05","2025-08-06","2025-08-07","2025-08-08","2025-08-09","2025-08-10","2025-08-11","2025-08-12","2025-08-13","2025-08-14","2025-08-15","2025-08-16","2025-08-17","2025-08-18","2025-08-19","2025-08-20","2025-08-21","2025-08-22","2025-08-23","2025-08-24","2025-08-25","2025-08-26","2025-08-27","2025-08-28","2025-08-29","2025-08-30","2025-08-31","2025-09-01","2025-09-02","2025-09-03","2025-09-04","2025-09-05","2025-09-06","2025-09-07","2025-09-08","2025-09-09","2025-09-10","2025-09-11","2025-09-12","2025-09-13","2025-09-14","2025-09-15","2025-09-16","2025-09-17","2025-09-18","2025-09-19","2025-09-20","2025-09-21","2025-09-22","2025-09-23","2025-09-24","2025-09-25","2025-09-26","2025-09-27","2025-09-28","2025-09-29","2025-09-30","2025-10-01","2025-10-02","2025-10-03","2025-10-04","2025-10-05","2025-10-06","2025-10-07","2025-10-08"
"NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN",0,0,0,0.04,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1
"PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.54,1,1,1,1,1,1,1,1
"Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0.62,0,0.38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RBFiUqjYuy4mupzZaU96ctXJBy23sRBRsL3KivDAsFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,1,1,1,1,1,1
"RLMS1pv3YKi7CSUCKTNcFN5fFkXJc2SmCwPhbQpqZJo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,1,1,1,1,1,1
"RNXnAJV1DeBt6Lytjz4wYzvS3d6bhsfidS5Np4ovwZz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,1,1,1,1,1,1
"RhoAkvPz4uJY6F5EnmBSHnFFEeyA9rt9Rvp95G6HraT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,1,1
"RoYFUUD7QD9aQ34UCMcwfye8dC5YvJeXz2J3mmoy5S4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1
"RoYLttggWwa2st3KAGEjnPhsq4NPD5QwaNVyyR8pTz4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SFundNVpuWk89g211WKUZGkuu4BsKSp7PbnmRsPZLos",0,0,0,0,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SKYzJwMV6uX83pkytP5FFLFFtwi4yBfdg1CmDu675C5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,1,1,0.96,1,1,1,1,1,1,1,1
"SLAY6uN1zZpXBTfbuDDCesNmM5D288xrz8uYvfS3n41",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.92,1,1,1,1,1,1
"SP9K2c8Z1aaQaqdQgC6hZMJ5UCTTnE76XNYVse7H94b",1,1,1,1,1,0.88,0.92,0.92,1,0.57,0.42,0.62,1,0.29,0.62,0.79,0.04,0.12,0.5,0.71,0.96,1,1,1,1,0.75,0.54,0.46,1,1,1,1,0.92,1,1,1,1,0.29,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.75,1,1,1,1,0.96,0.79,0,0.33,1,0.67,0.96,1,0.67,1
"SQDS9iwyWvT2mQbSZzuNKGoxuBug5jRHouF6SuMRBkA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"STPTshazcjH6cZMHzQBrggFSPHXYCTRGB7ctqS1AjkH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.92,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.29,0,0,0,0,0,0,0
"SWiz7QwnYPm61pWWUUkMhj4r5pZLP1SvYibdHcB2cov",0,0,0,0,0,0,0,0,0.38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.67,0,0,0,0,0.08,0.46,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SWnetabTLirPWqEK1V1T7HkVLC5vGvfjEsb89wiqrGh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SaGAgdkowooXBrHihpmE8gsjf1dUG7n5SqnyJxYFnXJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,1,0.21,0,0,0,0.17,0.38,0,0,0,0,0,0,0,0,0.04,1,1,1,0.83,0.29,1,1,1,1,1,0.25,0.79,1,1,1,1,1,1,1,1
"Sp7stYmvQaALhVEsmbV3NnatVrH7DFJUz6PWYJfshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"SscQkTYV2BFQYGGffAmTzvefrFrw6z9GNYiWHstVZ77",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Stakex4B2tpDHPWGvV1dninfiaYCGdakgTknpzPitLh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Ste1115xFGdAYK5jaWA3dEFcUc1S5jEbVvD8e327zty",0,0,0,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.46,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.46,1,1,1,1,1,1
"StkZAmzUiaUPmg6AhytiWLoRZ1bqefJSjDsqctjCmHb",0,0,0,0,0,0,0,0.71,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,0.83,0.96,1,1,1,1,1,1,1,1,1,1,1,0.71,0,0,0,0,0
"THWsLPufeq9LWs2H9vYPbtFwdxAHbQHvSbT6pztG8x1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.88,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"TopjgY7N1fJdnW89S9fX6t7LF61nspgXGL1NpgAKhDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.12,0,0,0,0,0.38,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1
"TrUtH9WTw1jBVuuExpm3MnC5XF7mW6J3x6oXXA9yX4U",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Tri1F8B6YtjkBztGCwBNSLEZib1EAqMUEUM7dTT7ZG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1
"TxtxXzLTDQ9W4ya3xgwyaqVa6Tky6Yqhi5BLpPCc9tZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"U82KEYMnuCiZSQbvuCJTZ652HX9NQ63uNSnxyucshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"UNrgBLmc8JT6A3dxXY9DWeHvDezt2DZQbhg1KPQfqEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VALiDcyCpujxjJAZDK2av2TpMAigpSodzj2ApqgR4e6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Va1idLRtYEtVFJFsvz8vtt1uCJgea4Q1zi2Rh3eraJh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1
"WUNoB9YQXmXXRcJsjY1G8PfVag5aAfnyGmFd6YwJVwp",0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.62,0,0,0.08,0.42,1,1,1,1,1,1,1,1,0.08,0.96,1,1,1,1,1,1,1,1,1,1,1,0.21,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WnP8cbMW3fqZLHiyEWSpjBQ6sZpfPustpaiY4QKshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"XAqHfPFsqTfAJHBRHAcEECkMSykXjkUj2Rta16Qshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"YE11a5nVJtUNqsojkphYuWc7StqBzbCeFH6BjhAAUEV",0,0,0,0,0.38,1,1,1,1,1,1,1,1,1,1,0.83,1,1,1,1,0.58,0,0,0.46,1,1,0.88,0,0.92,1,1,1,1,1,1,1,0.62,0.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,0.96,1,1,1,1,1,1,1,1,1,1,1,1
"YuRBAsy9Stw1u46A8dMp7WQVBFweLP1PKuYibzYAMmQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ZoD1XLMhxdMveAJL4x9oab4FhRKP5NThTnSCH19Tdjp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,1
"adramSYKBv1yHoZTub4kepcmF5LybPxwyJcsz4fpfi7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,1,1,0.79,0.25,0.67,1,1,1,1,1,1,1,0.58,0.42,1,0.88,1,1,1,1,1,0.79,1,1,1,1,1,1,1,0.08,0.79,1,1,1,1,1,1,1,1,1,1,1,1
"adre1Xia7ekGsEqNgHeFc7MYwkfzTQNeJgQmZ2agAKZ",0,0,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,0.92,0.92,1,1,1,1,1,1,1,1,1,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ana2y2YvQ3ZPMwm6qhnN3nJoUSiT3qx5Pvetkq9xcfY",0,0,0,0,0,0,1,1,1,1,1,1,0.79,0,0,0.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1
"axy3tCRL3wmFMVG4c69rYurcf4fXhBo2RcuBj9ADnJ4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"b1ueZK9bWTywN2587zsScyLTaH18wfRfN5W15XnkiqF",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.79,0.33,1,1,1,1,1,1,1,0.67,0.17,1,1,0.62,0.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,0.96,1,1,1,1,1,1,1,1,1,1,1,1
"bay3wXfJsu9ds1zQBoQQ4DUwFGs3NP6q4gca9WM5G1z",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"bookoVmqw4QjVj5BbkFacouadx9M7816wyRkfM7A5Lo",0,0,0,0,0,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"bxrAptB5ZpZBhoLedJpoGWY5hBjjt3zvVBr2323Rrq6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"c3rtoMCHSbFrLRTAdw4iRowKSn4BrDtvSPbuyJwkHwx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,1,1,1,1
"cBYbGeACrgaqNNoE1zFTveRZGozE6G4q6X6ntnCshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,1,1,1,1,1,1,1,1
"chdvWr6T14nqGRFD37KY36dsvhkCtDaufW5rpu3AfHe",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"chrtyETASKQhsndRM9pr6qC3gAHG5MuRwCgXSNVqnJL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1,1,1,1,1,1,1,1,1,1,0.21,0,0.92,1,1,1,1,1,1
"ciTyjzN9iyobidMycjyqRRM7vXAHXkFzH3m8vEr6cQj",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"dcntruDNP5SEcGV4RxnsqXFURdDZGT3DTQv68Q8H7Vu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,0.96,0.17,0,0,0,0.96,1,1,1,1,0.62,0.29,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1
"dmMwc4RazLHkvDZYrWAfbHQ6cViAvNa5szCJKaiun8S",1,1,0.58,1,1,1,1,1,1,1,1,1,1,1,1,0.83,1,1,1,1,1,1,1,0.88,0.92,1,0.92,0.92,1,1,1,1,1,1,1,1,1,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"donK13ycwd7Xp3ZCGCgRQupemv9s7MedbrQsnpwT3UX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,0.88,1,1,1,0.92,0.92,1,1,1,1,1,1,1,1,1,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.62
"dst2u7mXMyDvb14cSErRNA1mxH1d5VXbSXgZ3DKE9xH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"dzBhD4wikyy7xqwiJvT49gdrKqWVjfs9M6cTssmRX8Y",1,0.89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"eKV6p4xW86Ryc3r93WYLEHhHne7Zzn3upT8R2cxshrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1,1,1,1,0.88,1,1,1,1,1,1,1
"eyeYaqg9e2L6xw7YwsSLm27eWJfhLNAm6ETQm8TXNoK",0,0,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"fdzip81euDS8jEZHx5H1mn27zGVMLzkgpQuzYRBfBYG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,1,1
"fhT6kkkJfBAkG8C5CPBQJqyiNfW47NSLhAQFvBFYmio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1,1,1,1,1,1,1,1,1,1,0.83
"fotby1ABxpei2EVH9uXJ6KbHYgPjbg4Sny9eRzQjtRN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"gojir4WnhS7VS1JdbnanJMzaMfr4UD7KeX1ixWAHEmw",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.71,0,0,0,0,0,0.38,1,1,1,1,1,0.67,0.38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"gotasRuLTuJNZDtLHmaDJpEUjCWZqkHcuwbLhkgCwCX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1,1,1,1,1
"gridqZmeBcsUKT2Mv4M9YFHFN3tVLFb2TCtTcLD1cAd",0,0,0,0,0,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"grptonHnt7YSmJokGK9TJJTBXDT8ca4LSWMHCCfzzPa",0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hnhCMmnrmod4rcyc3QRKkLEC9XnPTvYJ2gBvjgFiV4o",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"huinBRP3muBuqZLMW8ARjdn4mBnEmFFcxiBzrkQz553",1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hxMhrsuGPDmkLJ4mTxEjyeMST3VGhTiwJvS9XgHwePj",0,0,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hy1oMaD3ViyJ8i6w1xjP79zAWBBaRd1zWdTW8zYXnwu",0,0,0,0,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.96,1,1,1,0.67,0,0,0.08,0.88,0.88,1,1,1,1,1,0.88,1,1,1,1,0.92,0,0.38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"idCE5k2BtTpwXdwAC7Var1enT9reut9fWECcxQP7LY7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
